Orpha_code	Orphanet_disorder	ICD_10	Relationship
575	Muckle-Wells syndrome	E85.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2572	Spastic ataxia-corneal dystrophy syndrome	G11.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2573	Moyamoya disease	I67.5	E (Exact mapping: the two concepts are equivalent)
2570	Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome	Q04.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2571	X-linked immunoneurologic disorder	D82.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261183	15q11.2 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2585	Ataxia-pancytopenia syndrome	D61.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261144	FOXG1 syndrome due to 14q12 microdeletion	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261120	14q11.2 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2578	Mayer-Rokitansky-Küster-Hauser syndrome type 2	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261112	Monosomy 9p	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2579	Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	G11.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261102	Distal 7q11.23 microduplication syndrome	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2576	Mulibrey nanism	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261236	16p13.11 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261243	16p13.11 microduplication syndrome	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2608	N syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261222	Distal 16p11.2 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1359	Carney complex	D44.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2593	Tubular aggregate myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261229	14q11.2 microduplication syndrome	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	G25.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261204	16p11.2p12.2 microduplication syndrome	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261211	16p11.2p12.2 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2589	Myoclonus-cerebellar ataxia-deafness syndrome	G11.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261190	15q14 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2588	Myhre syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261197	Proximal 16p11.2 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261295	20p12.3 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261304	Paternal 20q13.2q13.3 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261279	17q23.1q23.2 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261290	Trisomy 17p	Q92.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2617	Microcephalic primordial dwarfism, Montreal type	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261265	17q12 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261272	17q12 microduplication syndrome	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261250	16q24.3 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2616	3M syndrome	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2613	Nail-patella-like renal disease	N07.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261257	Distal 17p13.3 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261344	Trisomy 1q	Q92.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261337	Distal 22q11.2 microduplication syndrome	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261476	Xp21 deletion syndrome	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261349	2p15p16.1 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261318	Trisomy 20p	Q92.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261311	20q13.33 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2623	Geleophysic dysplasia	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261330	Distal 22q11.2 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261323	21q22.11q22.12 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261524	Paternal uniparental disomy of chromosome X	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2639	Fibular aplasia-complex brachydactyly syndrome	Q73.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261519	Maternal uniparental disomy of chromosome X	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261534	49,XXXYY syndrome	Q98.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261529	Ring chromosome Y syndrome	Q98.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2631	Mesomelic dwarfism-cleft palate-camptodactyly syndrome	Q78.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261494	Kleefstra syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261483	Xq27.3q28 duplication syndrome	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2632	Langer mesomelic dysplasia	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2633	Mesomelic dysplasia, Nievergelt type	Q78.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261501	Atypical Norrie disease due to Xp11.3 microdeletion	H35.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2634	Mesomelic dwarfism, Reinhardt-Pfeiffer type	Q78.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2646	Parastremmatic dwarfism	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2645	Osteoglosphonic dysplasia	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261584	Familial adenomatous polyposis due to 5q22.2 microdeletion	D12.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261600	Alagille syndrome due to 20p12 microdeletion	Q44.7	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261619	Alagille syndrome due to a JAG1 point mutation	Q44.7	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261537	Mowat-Wilson syndrome due to monosomy 2q22	Q43.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2643	Microcephalic primordial dwarfism, Toriello type	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261552	Mowat-Wilson syndrome due to a ZEB2 point mutation	Q43.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2636	Microcephalic osteodysplastic primordial dwarfism types I and III	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2658	Lenz-Majewski hyperostotic dwarfism	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261629	Alagille syndrome due to a NOTCH2 point mutation	Q44.7	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261638	Okihiro syndrome due to 20q13 microdeletion	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261647	Okihiro syndrome due to a point mutation	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
261652	Kleefstra syndrome due to a point mutation	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
264200	14q22q23 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3059	X-linked intellectual disability, Gu type	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263793	Uniparental disomy of chromosome X	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263783	Partial duplication of the long arm of chromosome X	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263775	Partial duplication of the short arm of chromosome X	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263768	Partial duplication of chromosome X	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3057	Monoamine oxidase A deficiency	E70.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263756	Partial deletion of the long arm of chromosome X	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263749	X and Y chromosomal anomaly	Q98.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3052	X-linked intellectual disability-seizures-psoriasis syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263731	Partial monosomy of the short arm of chromosome X	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263726	Partial deletion of chromosome X	Q99.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3047	Blepharophimosis-intellectual disability syndrome, SBBYS type	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3044	Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3042	Intellectual disability-cataracts-calcified pinnae-myopathy syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3041	Intellectual disability-balding-patella luxation-acromicria syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3038	Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263665	NK-cell enteropathy	K63.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263558	Peeling skin syndrome type C	Q80.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3035	Growth delay-hydrocephaly-lung hypoplasia syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263662	Familial multiple meningioma	D32.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3034	Delayed membranous cranial ossification	Q75.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263548	Peeling skin syndrome type A	Q80.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3033	Renal tubular dysgenesis	Q63.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263553	Peeling skin syndrome type B	Q80.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3032	NPHP3-related Meckel-like syndrome	Q61.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263534	Acral peeling skin syndrome	Q80.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263543	Generalized peeling skin syndrome	Q80.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263516	Progressive myoclonic epilepsy type 3	G40.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263524	Acute necrotizing encephalopathy of childhood	G31.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263501	COG4-CDG	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263508	COG1-CDG	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263482	Spondyloepiphyseal dysplasia, Maroteaux type	Q77.7	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3021	RAPADILINO syndrome	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263479	Fuchs heterochromic iridocyclitis	H20.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263494	DPM3-CDG	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3023	External auditory canal atresia-vertical talus-hypertelorism syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263487	COG5-CDG	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263458	Hyperinsulinism due to INSR deficiency	E16.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263455	Hyperinsulinism due to HNF4A deficiency	E16.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
1832	Lethal osteosclerotic bone dysplasia	Q78.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3018	Retinal ischemic syndrome-digestive tract small vessel hyalinosis-diffuse cerebral calcifications syndrome	E78.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3019	Ramon syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263463	CHST3-related skeletal dysplasia	Q74.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263432	Nevus of Ito	D22.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263425	Nevus of Ota	D22.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3010	Qazi-Markouizos syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263417	Bartter syndrome with hypocalcemia	E26.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
769	Rabson-Mendenhall syndrome	E13	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263413	Angiosarcoma	C49.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3003	Pyknoachondrogenesis	Q78.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263335	Moderately-differentiated thymic neuroendocrine carcinoma	C37	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263339	Poorly differentiated thymic neuroendocrine carcinoma	C37	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3005	Pyle disease	Q78.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263347	MRCS syndrome	H35.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263352	Postcardiotomy right ventricular failure	I97.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3004	Mirror polydactyly-vertebral segmentation-limbs defects syndrome	Q87.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263310	Thymoma type A	C37	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263310	Thymoma type A	D15.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263317	Thymoma type B	C37	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263317	Thymoma type B	D15.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263324	Thymoma type AB	C37	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263324	Thymoma type AB	D15.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263331	Well-differentiated thymic neuroendocrine carcinoma	C37	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2990	Autosomal recessive multiple pterygium syndrome	Q79.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
263297	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	E74.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2985	Pseudoprogeria syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2988	Pterygium colli-intellectual disability-digital anomalies syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3138	Ulnar-mammary syndrome	Q71.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3145	Nephrogenic diabetes insipidus-intracranial calcification-facial dysmorphism syndrome	N21.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3143	Autoimmune polyendocrinopathy type 2	E31.0	E (Exact mapping: the two concepts are equivalent)
3144	Schneckenbecken dysplasia	Q77.7	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3132	Say-Barber-Miller syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3130	Satoyoshi syndrome	M35.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
798	Schinzel-Giedion syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3133	Say-Field-Coldwell syndrome	Q74.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3134	SCARF syndrome	Q82.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3121	Ruvalcaba syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3118	Rudiger syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
262860	Partial duplication of the long arm of chromosome 4	Q92.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
2909	Rothmund-Thomson syndrome	Q82.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3110	Rombo syndrome	L98.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3115	Roussy-Lévy syndrome	G60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3101	Richieri Costa-da Silva syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3102	Richieri Costa-Pereira syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3104	Robin sequence-oligodactyly syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3107	Autosomal dominant Robinow syndrome	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3109	Mayer-Rokitansky-Küster-Hauser syndrome	Q51.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3086	Autosomal dominant vitreoretinochoroidopathy	H35.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3088	Revesz syndrome	Q82.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
3090	Congenital pulmonary venous return anomaly	Q26.4	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
3090	Congenital pulmonary venous return anomaly	Q26.2	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
3090	Congenital pulmonary venous return anomaly	Q26.3	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
3097	Meacham syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
