,Orpha_code,Orphanet_disorder,ICD_10,Relationship,Description,Genes,Orpha Code,ICD-11 code
1079,1446,Ring chromosome 22 syndrome,Q93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1080,2268,ICF syndrome,D84.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1081,475,Joubert syndrome,Q04.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1082,392,Holt-Oram syndrome,Q87.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1083,113,Bazex-Dupré-Christol syndrome,L98.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1084,86,Familial abdominal aortic aneurysm,I71.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1085,243,"46,XX gonadal dysgenesis",Q99.1,E (Exact mapping: the two concepts are equivalent),,,,
1086,136,Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy,I67.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1087,48,Congenital bilateral absence of vas deferens,Q55.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1088,182127,Extragonadal germinoma,C38.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1089,182127,Extragonadal germinoma,C48.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1090,182127,Extragonadal germinoma,C72.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1091,528,Congenital generalized lipodystrophy,E88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1092,275,Severe combined immunodeficiency due to DCLRE1C deficiency,D81.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1093,184,Cherubism,K10.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1094,182101,Idiopathic eosinophilic pneumonia,J82,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1095,1047,Sideroblastic anemia,D64.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1096,1047,Sideroblastic anemia,D64.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1097,1047,Sideroblastic anemia,D64.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1098,1047,Sideroblastic anemia,D64.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1099,71,Chylomicron retention disease,E78.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1100,1949,Benign familial neonatal epilepsy,G40.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1101,189,Hidrotic ectodermal dysplasia,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1102,1473,Uveal coloboma-cleft lip and palate-intellectual disability,Q13.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1103,182040,Aplastic anemia,D61.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1104,182040,Aplastic anemia,D61.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1105,182040,Aplastic anemia,D61.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1106,182040,Aplastic anemia,D61.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1107,182040,Aplastic anemia,D61.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1108,182040,Aplastic anemia,D61.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1109,1344,Atrial standstill,I45.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1110,182050,MYH9-related disease,D69.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1111,182047,Rare acquired hemolytic anemia,D59.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1112,182047,Rare acquired hemolytic anemia,D59.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1113,182047,Rare acquired hemolytic anemia,D59.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1114,182047,Rare acquired hemolytic anemia,D59.4,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1115,182047,Rare acquired hemolytic anemia,D59.5,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1116,182047,Rare acquired hemolytic anemia,D59.6,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1117,182047,Rare acquired hemolytic anemia,D59.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1118,182047,Rare acquired hemolytic anemia,D59.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1119,182047,Rare acquired hemolytic anemia,D59.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1120,3103,Roberts syndrome,Q73.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1121,181428,Hyperalphalipoproteinemia,E78.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1122,181419,Rare hypoaldosteronism,E27.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1123,709,Peters plus syndrome,Q13.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1124,181431,Rare hypolipidemia,E78.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1125,776,Lujan-Fryns syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1126,181399,Rare hyperthyroidism,E05.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1127,181399,Rare hyperthyroidism,E05.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1128,181399,Rare hyperthyroidism,E05.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1129,181399,Rare hyperthyroidism,E05.4,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1130,181399,Rare hyperthyroidism,E05.5,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1131,181399,Rare hyperthyroidism,E05.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1132,181399,Rare hyperthyroidism,E05.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1133,181399,Rare hyperthyroidism,E05.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1134,181393,Growth hormone insensitivity syndrome,E34.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1135,902,Werner syndrome,E34.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1136,888,Van der Woude syndrome,Q38.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1137,181415,Rare primary hyperaldosteronism,E26.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1138,181405,Rare hypoparathyroidism,E20.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1139,181405,Rare hypoparathyroidism,E20.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1140,181405,Rare hypoparathyroidism,E20.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1141,181405,Rare hypoparathyroidism,E20.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1142,871,Familial progressive cardiac conduction defect,I45.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1143,181408,Rare hyperparathyroidism,E21.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1144,181408,Rare hyperparathyroidism,E21.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1145,181408,Rare hyperparathyroidism,E21.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1146,181408,Rare hyperparathyroidism,E21.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1147,1597,Distal monosomy 17q,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1148,1590,Distal monosomy 13q,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1149,1587,Monosomy 13q14,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1150,1621,3q13 microdeletion syndrome,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1151,1620,Distal monosomy 3p,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1152,1643,Xp22.3 microdeletion syndrome,Q99.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1153,1627,Deletion 5q35,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1154,1699,Trisomy 12p,Q92.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1155,1695,Non-distal trisomy 10q,Q92.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1156,500,Noonan syndrome with multiple lentigines,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1157,507,Leishmaniasis,B55.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1158,507,Leishmaniasis,B55.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1159,507,Leishmaniasis,B55.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1160,507,Leishmaniasis,B55.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1161,548,Leprosy,A30.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1162,548,Leprosy,A30.4,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1163,548,Leprosy,A30.5,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1164,548,Leprosy,A30.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1165,548,Leprosy,A30.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1166,548,Leprosy,A30.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1167,548,Leprosy,A30.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1168,548,Leprosy,A30.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1169,233,Duane retraction syndrome,H50.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1170,657,Congenital isolated hyperinsulinism,E16.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1171,2495,Meningioma,D32.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1172,569,Familial or sporadic hemiplegic migraine,G43.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1173,2014,Cleft palate,Q35.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1174,2014,Cleft palate,Q35.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1175,2014,Cleft palate,Q35.5,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1176,2014,Cleft palate,Q35.7,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1177,2014,Cleft palate,Q35.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1178,240,Léri-Weill dyschondrosteosis,Q77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1179,2311,Autosomal recessive spondylocostal dysostosis,Q76.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1180,358,Gitelman syndrome,N15.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1181,242,"46,XY complete gonadal dysgenesis",Q99.1,E (Exact mapping: the two concepts are equivalent),,,,
1182,2052,Fraser syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1183,1354,Heart defects-limb shortening syndrome,Q87.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1184,1358,Carey-Fineman-Ziter syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1185,557,Non-syndromic anorectal malformation,Q42.0,E (Exact mapping: the two concepts are equivalent),,,,
1186,557,Non-syndromic anorectal malformation,Q42.1,E (Exact mapping: the two concepts are equivalent),,,,
1187,557,Non-syndromic anorectal malformation,Q42.2,E (Exact mapping: the two concepts are equivalent),,,,
1188,557,Non-syndromic anorectal malformation,Q42.3,E (Exact mapping: the two concepts are equivalent),,,,
1189,111,Barth syndrome,E71.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1190,10,"48,XXYY syndrome",Q98.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1191,1308,C syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1192,150,Nasopharyngeal carcinoma,C11.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1193,150,Nasopharyngeal carcinoma,C11.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1194,150,Nasopharyngeal carcinoma,C11.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1195,150,Nasopharyngeal carcinoma,C11.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
1196,133,Chronic beryllium disease,J63.2,E (Exact mapping: the two concepts are equivalent),,,,
1197,1552,Currarino syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1198,1450,Ring chromosome 8 syndrome,Q93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1199,1448,Ring chromosome 6 syndrome,Q93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1200,1581,Non-distal monosomy 10q,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1201,1580,Distal monosomy 10p,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1202,1437,Ring chromosome 1 syndrome,Q93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1203,172,Progressive familial intrahepatic cholestasis,K76.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1204,1447,Ring chromosome 4 syndrome,Q93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1205,1444,Ring chromosome 20 syndrome,Q93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1206,1439,Ring chromosome 12 syndrome,Q93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1207,1438,Ring chromosome 10 syndrome,Q93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1208,624,Familial multiple nevi flammei,Q82.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1209,3306,Inverted duplicated chromosome 15 syndrome,Q99.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1210,3375,Trisomy X,Q97.0,E (Exact mapping: the two concepts are equivalent),,,,
1211,3310,Tetrasomy 9p,Q99.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1212,3000,Familial male-limited precocious puberty,E30.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1213,3305,Tetraploidy,Q92.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1214,3176,Spina bifida-hypospadias syndrome,Q05.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1215,1708,Mosaic trisomy 16,Q92.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1216,1711,Mosaic trisomy 17,Q92.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1217,3376,Triploidy,Q92.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1218,1692,Mosaic trisomy 1,Q92.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1219,1698,Mosaic trisomy 12,Q92.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1220,1706,Mosaic trisomy 15,Q92.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1221,916,Aase-Smith syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1222,920,Ablepharon macrostomia syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1223,1445,Ring chromosome 21 syndrome,Q93.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1224,7,3C syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1225,931,Acheiropodia,Q74.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1226,929,Achalasia-microcephaly syndrome,Q39.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1227,869,Triple A syndrome,E27.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1228,2297,Insulin-resistance syndrome type A,E13,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1229,922,Familial nasal acilia,Q30.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1230,921,Abruzzo-Erickson syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1231,27,Vitamin B12-unresponsive methylmalonic acidemia,E71.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1232,939,3-hydroxyisobutyric aciduria,E71.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1233,31,Oxoglutaric aciduria,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1234,935,Short-limb skeletal dysplasia with severe combined immunodeficiency,D82.2,E (Exact mapping: the two concepts are equivalent),,,,
1235,932,Achondrogenesis,Q77.0,E (Exact mapping: the two concepts are equivalent),,,,
1236,1795,Peripheral dysostosis,Q74.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1237,37,Acrodermatitis enteropathica,E83.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1238,950,Acrodysostosis,Q75.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1239,949,Acrocraniofacial dysostosis,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1240,945,Acalvaria,Q00.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1241,946,Acrocephalosyndactyly,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1242,957,Acropectorovertebral dysplasia,Q74.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1243,958,Acro-renal-mandibular syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1244,955,Hajdu-Cheney syndrome,M89.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1245,956,Acropectororenal dysplasia,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1246,952,"Acrofacial dysostosis, Weyers type",Q75.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1247,1702,Non-distal trisomy 13q,Q92.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1248,1703,Mosaic trisomy 14,Q92.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1249,1705,Distal trisomy 14q,Q92.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1250,1713,17p11.2 microduplication syndrome,Q92.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1251,1738,Trisomy 4p,Q92.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1252,1742,Trisomy 5p,Q92.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1253,1745,Distal trisomy 6p,Q92.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1254,1752,Trisomy 8q,Q92.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1255,1762,Proximal Xq28 duplication syndrome,Q99.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1256,1878,TRIM32-related  limb-girdle muscular dystrophy R8,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1257,1876,Oculogastrointestinal muscular dystrophy,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1258,1948,Epilepsy-microcephaly-skeletal dysplasia syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1259,1946,Amelocerebrohypohidrotic syndrome,G40.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1260,1951,Epilepsy-telangiectasia syndrome,G40.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
1261,381,Griscelli syndrome,E70.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
